kepid,mass,radius,teff,bp_rp,rrmscdpp04p5
9591133,1.125,1.4217825,5404.75,0.90585804,209.641
9591181,0.824,0.7050898,5675.5576,1.0516443,123.608
9591226,0.791,1.332069,5336.3335,0.9754505,110.853
9591279,1.086,0.90395033,5127.32,1.0184164,229.926
9591324,1.069,1.1864557,5898,0.7699652,88.298
9591363,0.921,0.6985964,5476.4634,1.0559483,224.542
9593837,0.971,0.9017966,5028.025,1.1120825,204.953
9593883,1.125,1.1198509,5442,0.91127396,230.269
9593885,0.898,0.9648093,5470.47,0.94415,191.823
9595415,1.2,0.9509475,5473,0.9066162,250.429
9488740,1.028,1.179845,5359,0.96675587,222.367
9488919,1.023,1.3561317,5528.75,0.8956623,153.159
9488989,1.474,1.3492447,6618.3604,0.6119194,45.647
9489186,0.824,0.94297355,5043,1.0748253,160.593
9489236,0.863,0.949247,4937.045,1.1027441,144.439
9511659,1.378,1.8379561,6377,0.65766907,78.447
9511687,0.628,0.6232386,4810.5,1.4124403,182.196
9511794,0.812,0.6778632,5160.12,1.1941309,193.637
9511840,1.097,0.90646577,5331.6704,0.99810505,223.733
9511879,1.213,1.1895919,5818,0.8167591,145.373
9511944,1.104,1.0521753,6238,0.7338619,74.297
9511988,1.01,1.1328269,6043.56,0.7444706,43.496
9517048,0.738,0.9533948,5082.5,1.0386257,181.814
9517065,1.118,0.98003286,5898,0.767004,67.347
9517098,0.912,0.84931594,5654.5576,0.85653496,84.527
9517099,0.975,0.8019596,5320,1.0012827,236.401
9517173,0.959,0.91984206,5866,0.80835533,69.545
9517242,0.934,1.0171504,5480,0.929142,85.448
9520089,0.766,1.4677925,5601,0.8934212,412.559
9520092,0.836,0.94941,5337,0.9912262,112.334
9520152,1.07,1.6577505,5841.6665,0.7864208,38.332
9520219,0.803,0.7922396,5000.85,1.0963125,202.799
9520226,2.576,1.6680132,7240,0.5130625,47.391
9520249,0.978,1.1812625,5893.5,0.7669363,29.507
9528297,0.928,0.85980207,5333,1.0136299,171.555
9528315,0.838,0.94881105,5960,0.87827015,130.942
9528328,0.98,0.94728893,5403.33,0.905879,873.025
9528337,1.056,1.1530764,5541.647,0.86419487,183.881
9528341,0.786,1.1537917,5435.925,0.9124689,76.138
9528397,1.158,1.5525727,5836,0.7732897,147.386
9528401,0.889,0.7987682,5353.25,0.97163105,236.681
9531302,1.247,1.1224722,5500.16,0.9013834,128.001
9531342,1.049,1.38334,6386.6665,0.67472076,35.313
9533121,0.943,1.0348476,5384,0.97421646,96.07
9533168,1.034,1.1412799,5947,0.7822628,61.033
9533180,1.036,1.2552819,5535.54,0.8970976,165.689
9533182,1.026,0.96081054,5361.607,0.94855785,249.541
9535024,0.672,0.52991414,4799.6665,1.4137554,103.339
9541809,1.033,0.99777275,5843,0.8086939,60.886
9541945,1.014,1.1609958,5342.5,0.9851084,217.628
9542003,0.89,1.1132199,5354.5,0.9658928,68.562
9542005,1.043,1.2155988,5431.25,0.93056107,186.379
9542006,0.698,0.8458463,4912.68,1.1859131,248.621
9569463,0.84,0.8630122,4993,1.1232109,214.948
9569465,1.045,1.2639424,5753.8,0.86015224,106.501
9574939,0.58,0.5677045,4862,1.3722095,125.83
9574977,1.241,1.351014,5920.5,0.76299477,81.649
9574994,1.184,1.0516955,5545.72,0.90619755,185.62
9575042,0.776,0.71641946,4858.2437,1.2271461,252.379
9575046,0.711,0.9844952,4954.175,1.0903845,134.991
9575132,0.969,1.0534561,5807,0.8595247,48.385
9575133,0.634,0.6183198,4262,1.6133413,96.809
9575196,0.866,1.1069956,5425,0.9386959,81.888
9575199,1.053,0.9178456,5453,0.9130306,261.137
9580039,1.157,1.2158076,6373,0.6716862,60.696
9580092,1.164,0.9669985,5772,0.86111736,135.15
9580120,0.807,0.7888812,4944.25,1.1722021,146.55
9582739,0.939,1.0553674,5325,1.0082369,107.414
9582790,0.986,1.0034164,5400.6665,0.96031857,151.966
9582816,0.809,0.7105889,4898.777,1.1778336,205.752
9582873,0.936,1.196339,5442,0.91861916,100.935
9582932,0.736,0.6812442,4922,1.1723366,234.172
9583007,0.928,0.9817593,5798,0.8256817,29.773
9591403,0.943,0.88084954,5046,1.0515375,178.487
9591593,0.794,0.64155966,4844.68,1.3626909,95.036
9591598,0.924,1.0167545,5336.3335,0.982769,126.753
9593919,0.831,0.9845077,5370,0.95443153,143.117
9593921,1.055,1.0031106,5601,0.89194393,159.941
9593950,0.566,0.83524203,4278.5,1.6057596,98.314
9595449,0.851,0.77396697,4985.775,1.1225739,74.06
9489478,0.819,0.79045826,4932.5,1.2158737,247.706
9489491,0.887,1.1285372,5022,1.0921001,82.604
9489524,0.796,0.7413924,5124.575,1.0596733,72.774
9489529,0.939,0.9359225,5381,0.96864796,198.755
9512046,0.775,1.1172285,4952,1.138485,259.759
9512076,0.667,0.6197136,4629.83,1.4363003,159.684
9512079,0.989,1.4508418,5783,0.84006214,87.316
9512098,1.03,0.98024464,5473.5,0.90789604,234.75
9512137,0.662,0.62880063,4212,1.6939602,252.743
9517351,1.169,1.070148,5764,0.86193943,172.957
9517393,1.117,1.084846,5794,0.8518419,153.672
9517519,1.188,1.0445236,5821.6665,0.81822395,111.746
9517521,0.922,0.6784016,4985.035,1.1995916,280.726
9520317,0.987,0.7452495,5555.937,1.0251389,249.263
9520333,1.214,1.4711415,5463.3335,0.8835764,30.148
9520338,1.063,0.89163333,5394.3335,0.93518734,178.662
9520443,0.837,0.73863524,4972.6665,1.2252483,209.493
9528509,1.01,0.9830118,5349,0.98543644,156.447
9528540,1.03,1.5500784,5870.6665,0.7793379,66.472
9528586,1.125,1.3647295,5442.3335,0.9278898,189.464
9528612,0.926,0.9884691,5763,0.8473911,146.63
9528620,1.213,1.4927044,5801.3335,0.8304672,142.038
9528622,1.151,1.3962721,5799.75,0.84623146,233.846
9528654,0.945,0.8467354,5516,0.9003992,112.777
9531394,0.941,0.71640885,4913.425,1.2243176,130.306
9531406,1.063,1.1457297,5800,0.8196945,126.343
9531467,0.996,0.9027732,5354,0.9734554,254.804
9531816,1.127,1.2973679,5375.5,0.94585514,143.581
9533200,1.272,1.6910695,6326.5,0.68316364,56.036
9533210,0.907,0.88094926,4940.83,1.1753798,163.323
9533234,1.002,1.0208863,5363.3335,0.96693707,173.283
9533251,0.893,1.0406921,5796,0.8614569,107.901
9533258,0.85,0.7108061,5004.98,1.1658859,220.674
9535151,0.633,0.6938287,4361.25,1.4996738,285.174
9535152,1.15,1.3181226,5450.25,0.91407394,238.982
9535171,0.572,0.768849,4370.42,1.4647932,330.059
9535182,0.827,0.8316655,5428.25,0.9582319,87.769
9535207,1.135,1.3105669,6158.1797,0.8503914,134.051
9535229,0.73,0.80459094,5074.0474,1.0667658,215.989
9535247,0.96,0.86290234,5371,0.9681797,121.25
9535290,1,1.1774331,5339.5,0.9986572,98.66
9542131,1.079,0.9431886,5410.3335,0.94359016,217.519
9542159,0.789,0.7812452,4783.267,1.2717876,294.685
9542251,0.707,0.8334102,4683.42,1.3374062,239.804
9542299,2.807,0.952044,4965.2866,1.1034431,96.92
9569669,1.135,1.5498437,5909.5,0.7969618,113.108
9569698,0.833,0.7813002,4860.5,1.223258,283.696
9569708,0.726,0.7724492,4968.5,1.1106062,159.958
9569711,0.977,0.90606016,5819,0.8577652,58.301
9569714,0.806,0.732746,4949.115,1.2599449,242.445
9569766,0.959,1.4456099,5789.3574,0.8660841,164.766
9575279,0.795,0.89618295,4994.5723,1.1274929,164.252
9575292,0.708,0.5835082,5019.09,1.2158432,49.429
9575361,0.626,0.6648704,4186.44,1.6778088,219.486
9575484,0.571,0.58789396,4664.5396,1.4828415,156.587
9575591,0.563,0.6776805,4388,1.5306826,134.257
9575635,1.101,0.85703886,5484.58,0.9027977,160.837
9580230,1.188,1.3159095,5786,0.84295845,138.535
9580312,1.16,1.1440856,6322,0.6784744,84.534
9580316,0.959,1.183533,5433,0.928216,117.08
9580332,1.028,1.1579511,5423,0.9430065,163.302
9580362,0.864,1.4601828,5748.55,0.8591404,62.729
9583049,0.878,0.7626327,5364.6665,0.9744215,193.385
9583093,0.955,0.639969,4855.34,1.3010082,66.445
9583094,1.18,1.5146962,5800.6665,0.8227415,153.491
9583155,1.071,1.0271095,5325,1.0092163,198.796
9583202,1.075,1.0805912,5428.5,0.9487181,140.769
9583208,1.126,0.9147914,5752,0.8664789,127.439
9591646,1.094,1.8651768,5496.57,0.76277447,114.761
9591660,0.802,0.92993146,5051.46,1.0711908,291.289
9591807,1.013,1.00019,5339,0.99839306,61.525
9591810,0.758,0.91397625,5351,0.9797468,124.801
9591826,0.8,0.8518811,5022.983,1.086442,151.645
9591845,0.672,0.6637116,5018,1.2762938,302.265
9594013,0.739,0.8915824,5369,0.9644394,63.348
9595459,1.212,1.4608643,6456.5,0.6777344,181.79
9595474,0.924,1.5610193,5936.5,0.77703285,45.159
9595495,0.988,0.9263114,5727,0.86989117,93.878
9489679,0.872,1.1459154,5384.8574,0.9516716,82.092
9489841,1.01,1.0193745,5333,1.0023537,251.951
9489847,1.006,1.2988539,5427,0.9169407,95.587
9489852,0.971,0.94947904,5087.9136,1.0252209,124.425
9489970,0.955,1.125364,5111.2065,1.0704908,206.017
9512272,1.011,1.2413939,5886,0.7711878,32.087
9512417,0.941,1.3801506,5612.3335,0.8791208,38.727
9512425,1.059,1.4939181,6184,0.7160883,74.283
9512461,0.943,0.8400137,5422,0.9246273,89.568
9517537,1.122,1.241856,5475.25,0.9258318,182.044
9517581,0.952,1.0383819,5116.2466,1.0464592,153.043
9517590,0.903,0.74832976,5011.83,1.098423,272.087
9517661,0.989,0.94196767,5063.64,1.0393333,140.707
9520655,1.194,1.5292897,5848.75,0.79496,49.164
9520668,0.722,0.5695704,4308.86,1.5560417,174.708
9520800,0.98,1.1257417,6054.2134,0.7778492,104.781
9528709,0.989,1.2269864,6268,0.7235012,46.06
9528733,1.053,1.1351048,5691.4326,0.87178993,95.073
9528738,0.801,0.639545,4809.96,1.3735094,248.761
9528797,0.666,0.68173236,4478,1.4406481,285.084
9528810,1.153,1.2875804,5723.5,0.8428259,55.716
9531852,1.031,1.2773118,5811,0.8340206,146.923
9533296,1.104,1.3347176,5778.5,0.8324528,147.061
9533306,0.905,0.8932225,5845.77,0.9030447,36.473
9535341,0.957,0.88784045,5118.615,1.0704594,196.845
9535408,0.915,0.77297604,4921,1.1595259,215.846
9535414,1.186,1.5632571,5861.5,0.7845049,125.37
9535415,1.024,1.3355312,5235.36,0.93293095,175.008
9535453,0.975,1.1084424,5427,0.93425846,222.11
9535524,1.093,1.1570106,5429.75,0.93889904,179.653
9535552,1.205,1.0953648,6302,0.72414684,97.807
9542343,0.89,1.1614155,5107.5,1.0456648,130.312
9542442,1.067,1.1389172,5438.6665,0.92169476,126.242
9542469,1.075,1.4157801,5560.8,0.8989544,128.982
9542504,1.056,1.2248785,5757,0.844471,143.129
9542702,1.181,1.273866,5312.6665,1.0044699,204.296
9569836,0.73,0.74296314,5031.885,1.083457,128.389
9569912,0.743,0.7003882,4671.803,1.4238796,264.157
9569997,0.688,0.7329213,4896,1.1644897,114.857
9575639,0.862,0.7134801,5011.9033,1.2271681,157.254
9575789,0.947,0.859299,5719,0.88081455,58.104
9580439,0.863,1.0381087,5800.5,0.82906723,59.913
9580485,0.909,0.9179404,5077.2124,1.025773,160.374
9580502,1.428,1.4598793,6820.6665,0.59354115,59.474
9580551,1.209,1.2659792,6581.9595,0.690691,75.018
9583255,0.877,0.75372756,5024.56,1.1124277,108.019
9583284,1.016,1.1251802,5473.79,0.90174484,225.723
9583359,1.053,1.0150124,5832.25,0.80905247,44.772
9583370,1.079,1.1176755,5846.3335,0.8090563,96.397
9583465,0.967,1.0505352,5439.6665,0.9115839,242.456
9591915,0.848,1.0584188,5363.0303,0.951746,191.159
9591933,0.983,1.2186683,5426,0.9299488,170.096
9591939,0.766,1.0223356,4969,1.1400566,206.914
9591977,0.965,1.3716804,5791.3335,0.8616905,144.48
9591998,0.882,0.9459109,5379.5,0.95123196,172.507
9592091,0.93,1.2920243,5886.3335,0.87277126,114.663
9592092,1.063,1.1432487,5302.3335,1.01264,189.82
9592100,0.905,0.87737644,5644.75,0.88597775,65.604
9594038,1.056,1.2669365,6506,0.67387676,145.093
9595565,1.155,1.6743149,6250,0.73707104,107.11
9595575,0.961,1.0356857,5718.3276,0.8566437,92.004
9595607,1.408,1.3449361,6669,0.63123226,122.103
9490031,0.727,0.52641153,4994.3335,1.309844,365.633
9490067,3.479,1.545741,6965,0.52704334,130.064
9490075,0.916,1.2191013,5102.5,1.0405931,110.616
9512535,1.051,0.95788264,5117.6396,1.0600338,197.68
9512567,1.128,1.2194906,5842.5,0.81574154,71.588
9512571,1.058,1.5208054,5702.5,0.8649864,90.278
9512584,1.101,1.2632631,5506.435,0.89661694,117.125
9512600,1.058,1.0549808,5748,0.86544704,69.21
9512636,1.511,1.24501,5532.3335,0.8925247,111.429
9512659,1.065,1.1160976,5367,0.94731903,228.051
9517722,1.019,0.99216324,5628.7026,0.87476826,46.164
9517745,1.296,1.7441028,6603.75,0.69187546,52.204
9517796,1.017,1.2058759,5439.5,0.9160719,163.76
9517693,0.56,0.5814195,4192.09,1.671565,227.224
9517820,1.013,1.1793425,5665.5,0.8737097,75.312
9520826,1.082,1.6350425,5915.6665,0.77452755,64.295
9520838,0.914,0.92117834,5473,0.9075537,153.61
9520841,0.994,0.9900332,5358.5,0.99512196,188.85
9520858,1.108,1.1778831,5384.3335,0.9593706,210.032
9520863,0.96,1.0092455,5312.6665,1.007,177.537
9520918,1.096,1.3279415,5762,0.82003117,113.283
9520990,1.079,0.89005035,5400.25,0.93060493,166.1
9520998,1.157,0.98289555,5783,0.8388815,136.974
9528976,0.806,1.1505955,5333.06,1.0230799,232.678
9529003,1.037,1.357998,5375,0.94872856,115.324
9529011,0.697,0.70848304,5245,1.014637,86.48
9529091,0.952,1.2527838,5367,0.9870491,115.623
9529108,1.013,0.95696265,5098,1.0578156,91.888
9529109,1.003,1.2481917,5801.6665,0.8461647,142.494
9533353,0.977,0.8513934,5098.31,1.0549183,155.822
9533357,1.08,1.5801073,6325.6665,0.697484,50.165
9533349,0.938,1.2153147,5250,0.96116924,236.467
9535585,1.088,1.5251534,5766,0.8342819,106.602
9535660,1.412,1.6168376,6548.8027,0.6694317,72.206
9535663,1.126,1.0926087,5474,0.90806293,75.8
9535780,0.734,0.6774558,5005,1.2221022,140.536
9535784,0.657,0.5841805,4606.5,1.4872189,236.105
9535826,0.903,0.8474365,5330.75,1.0088129,170.491
9542723,0.903,0.98474914,5160.6665,1.0305185,230.37
9542744,0.878,1.6322534,5794,0.8158417,76.363
9542769,0.948,0.92514944,5021.58,1.0912819,219.77
9542800,0.58,0.50497186,5019,1.3090248,68.931
9542921,1.026,1.2525504,5376,0.95598316,71.386
9570077,0.693,0.6413839,4640.325,1.4213448,219.476
9570269,1.026,1.1530927,5436.5,0.91701984,196.451
9575819,0.921,0.9564249,5373,0.97361565,180.095
9575826,1.002,1.0158744,5120.75,1.0368919,86.777
9575937,1.206,0.9067305,5539.6665,0.8695612,41.715
9575942,0.976,1.0652761,5780.5,0.84325695,103.526
9580633,0.714,0.8372798,5379,0.95799637,30.539
9580638,0.946,0.8279094,4948.6665,1.1476812,74.912
9580679,1.004,0.94903773,5448.6665,0.91534615,117.623
9580728,0.943,0.9976178,4915.1,1.2172995,50.886
9580751,1.341,1.8690523,6478.75,0.6726341,87.352
9583493,0.732,0.94915533,5462,0.8990402,99.071
9583496,0.874,0.848825,5479.72,0.897974,52.078
9583535,0.836,1.2760543,5495.355,0.90123177,193.055
9583631,0.944,1.5415331,5823,0.7987795,27.357
9583738,1.038,0.95276916,5139.5195,1.0285311,220.472
9592150,0.559,0.7445488,4324.9326,1.4943676,172.556
9592205,0.954,1.0901523,5930,0.8852205,76.719
9592213,0.922,1.0051978,5024.84,1.1133728,216.456
9592217,0.953,0.93215567,5324.5,0.9505758,193.516
9592239,0.894,1.308118,5761.6567,0.8881159,125.218
9592285,0.855,0.8001488,4838.1665,1.2464142,225.652
9592298,0.855,0.99621457,5383.5,0.9641466,149.072
9592333,1.024,1.0740851,5817,0.8013334,166.949
9594189,0.658,1.0990496,4968.51,1.1328812,481.19
9594212,1.233,1.4116299,5745.803,0.849802,141.006
9595638,0.725,0.5535846,5104,1.2660227,245.906
9595690,0.651,0.60362375,4989.25,1.320816,141.588
9595701,1.084,1.6116277,5874,0.7985859,108.404
9595710,0.73,0.5788069,4405.1797,1.4893532,251.748
9490365,0.822,0.8012344,4994.065,1.1359034,264.257
9490517,0.774,0.8429682,4925,1.2069788,145.714
9490622,0.956,1.1006514,5200.8374,1.020195,146.16
9490640,0.764,0.728841,5632.42,1.0603685,90.493
9512687,0.91,0.74824107,4919,1.1771564,201.966
9512722,0.788,0.8244833,5342,0.98541546,183.781
9512783,1.05,0.94133645,5427,0.91031265,121.653
9512797,1.26,1.2476883,5954.27,0.77556896,185.595
9512883,0.931,0.9642539,5028,1.1028881,218.877
9512675,1.002,0.86575735,5118.91,1.0408688,138.211
9512952,1.106,1.2549489,5940.75,0.74476624,33.51
9517843,1.016,0.91763574,5410.5,0.9500265,161.5
9517890,0.961,0.90123475,5405,0.9321337,197.74
9517946,1.023,0.78325737,4979,1.1523685,82.669
9517951,0.664,0.6645454,4460,1.4907141,179.67
9517952,1.175,1.0625442,6264.3335,0.7366991,98.437
9517991,0.934,1.2058153,5652.75,0.8738346,101.462
9517997,0.633,0.5952112,4275,1.6080475,285.454
9518015,1.074,1.0591549,5880.6665,0.8011904,103.934
9521054,0.882,0.8691306,5376,0.9956875,82.306
9521059,0.87,0.8163038,5312.8374,1.0232792,226.377
9521080,0.801,0.598262,4892,1.3503618,151.358
9521163,1.054,1.3472606,5870,0.79841137,93.69
9521196,0.892,0.8535681,5031.3335,1.0933886,162.019
9529133,1.091,1.187451,5770.5,0.84023476,147.14
9529152,1.354,1.4819582,6851.0366,0.66608334,54.746
9529113,0.835,0.81087977,5037,1.0884838,113.037
9529258,1.074,1.1305932,5477.56,0.908123,156.655
9532025,0.958,1.1146467,5357,0.9812937,177.856
9532052,0.824,0.79098713,5074,1.1493673,311.173
9532069,0.866,1.1670666,4948.5,1.1196213,201.608
9533388,1.047,1.1113323,5422,0.9584112,142.879
9533452,1.211,1.1730804,5749.75,0.85201645,141.333
9535861,0.833,1.0504991,5416.75,0.9409323,88.167
9535876,1.112,0.9457354,5084,1.0432434,133.096
9535881,1.429,1.8064669,7144,0.5403595,179.961
9535882,1.075,1.0674797,5394.6665,0.94318867,133.408
9535893,0.977,0.963293,5051,1.1113949,258.841
9535897,1.301,1.4635969,6470.6665,0.6710377,142.07
9535912,1.006,1.113094,5439.5,0.9131737,161.353
9535952,1.132,1.1221703,5755.8633,0.89354324,150.719
9535953,1.133,1.1619201,5473.79,0.9007263,99.983
9535955,1.047,1.4306976,5817,0.7929573,105.483
9535985,1.253,1.195821,5759,0.8525791,148.559
9535990,0.691,0.8859312,4939.057,1.1031828,228.002
9543033,1.03,1.2251192,5340,0.99157906,268.395
9543048,0.954,1.4512861,5747,0.87118816,100.882
9543093,0.889,0.8831451,5339,0.9980707,264.305
9543316,0.718,0.7376739,5395.4,1.0552149,256.528
9543408,0.874,0.88677496,5317,1.0160694,61.129
9543468,0.951,0.7314727,4888.6665,1.3426857,125.196
9570309,0.735,0.7631881,4894,1.1779509,156.552
9570369,0.851,0.8352453,5054,1.077589,242.034
9570398,0.924,0.9168305,5094,1.0408106,242.386
9570402,1.028,1.618195,5821,0.81137943,87.298
9570406,1.055,1.0214473,5405,0.9032726,287.697
9570426,0.838,0.65202653,5037,1.2645168,170.125
9570436,0.937,1.4738922,5822.6665,0.8213167,104.852
9570466,1.036,1.3565289,5877,0.7987442,94.811
9576009,0.706,0.69763654,4933.387,1.2235346,89.182
9576101,1.03,1.1700345,6327.6665,0.72107315,47.026
9576128,0.663,0.6328591,4799,1.380518,123.281
9576138,0.916,0.7507753,5369,0.97357845,120.982
9576188,0.942,1.2483723,5880,0.80381393,40.093
9580837,0.931,0.8851517,4984,1.1069927,244.078
9580862,1.045,1.1496751,5791.3125,0.80754185,165.127
9580868,1.014,1.0757967,5437.5,0.9396868,254.685
9580881,1.477,1.1712229,6467.6665,0.69707394,56.049
9580885,1.143,1.0931519,5809.5,0.8191776,111.613
9588279,0.736,0.79619914,4945.44,1.1738243,217.586
9583881,0.973,1.137108,5432.5,0.92828846,110.577
9592422,0.881,1.3457428,5807,0.8357506,69.113
9592511,1.208,1.2525926,6185,0.7511101,99.921
9592558,0.938,0.94553113,5383,0.9453535,158.6
9594263,0.877,0.96352065,5239,1.0308132,176.7
9594273,0.75,1.1817087,5344.3335,0.9695091,164.201
9594287,1.071,1.0382309,5765.5,0.86299324,144.589
9594288,1.07,1.2296845,5762,0.87890816,161.636
9595724,1.188,1.1101975,5785.5,0.83109,122.423
9595725,0.933,1.4337147,5871,0.8150635,80.568
9490653,0.861,0.83995134,5334.25,0.9985914,200.309
9490818,1.606,1.3506653,5873.3335,0.7871752,73.928
9490881,1.079,1.1171039,5555.3335,0.89381886,133.083
9490999,0.83,0.8824829,4927,1.1913309,368.15
9491003,0.857,0.97193474,4882.15,1.1822548,229.057
9512981,0.755,0.7108002,4976,1.2961826,225.691
9513124,0.982,1.5068632,5810.25,0.8287859,133.939
9513128,1.237,1.4219356,6333.6665,0.6557684,46.067
9513154,0.755,0.7987632,4958.6396,1.1465244,210.406
9518019,0.778,0.73204345,4955,1.3796406,198.11
9518022,1.047,0.88771755,5601,0.89450836,128.862
9518028,1.109,1.5499297,5786.5,0.84503555,112.105
9518033,1.031,1.4301828,5623.56,0.8921461,182.64
9518057,0.926,1.0909091,5825.415,0.8851633,90.257
9518064,0.819,0.7709672,5354.5,0.98227215,110.953
9518066,0.835,0.8945727,4875.4,1.1083422,184.371
9518074,0.929,0.80329275,5035.43,1.1122923,171.368
9518086,0.912,1.313087,5360.75,0.98071194,243.603
9518090,1.065,1.3734283,6013.3335,0.7552004,54.66
9518115,0.985,1.3210242,5414.5,0.92878246,95.521
9521238,0.781,0.6316427,4766.1973,1.3909492,208.681
9521243,1.017,1.167623,5800.25,0.82957554,151.278
9521258,0.763,0.5834039,4772.86,1.390852,244.912
9521294,0.874,0.8911696,5416.5,0.9319849,99.378
9521412,0.707,1.0616038,5312.75,1.0044184,223.49
9521449,1.038,0.9225561,5796,0.84855366,104.832
9521471,1.118,1.4434667,5778,0.8574438,168.101
9529294,0.955,0.88428456,5007.25,1.1137352,106.596
9529322,0.937,0.82173085,4942.0947,1.1374578,77.186
9529335,1.161,1.2469356,5817,0.8013878,99.041
9529355,1.167,1.4233388,6046,0.7345123,44.099
9529396,1.211,1.145799,6322.6665,0.6876869,40
9529425,1.301,1.3538795,6297.75,0.7069769,71.034
9532127,1.086,0.9884528,5744,0.8731575,181.067
9536048,1.15,1.1453708,5888,0.7893486,72.228
9536108,1.085,1.0617716,5994.5,0.7884731,85.478
9536121,1.354,1.9202079,6369,0.6642027,86.316
9536171,0.63,0.7910322,4888.1025,1.2174807,237.525
9536205,1.066,1.1787813,5278.952,0.94917965,140.275
9543562,0.906,0.7394225,5226.99,1.0720139,45.679
9543640,0.991,1.0122753,5694.41,0.8852062,198.317
9543658,1.371,1.6556805,6274,0.66627216,54.152
9543664,0.706,0.7868611,4989.3667,1.3228998,82.012
9570498,1.026,1.1754167,5621.02,0.89059925,258.564
9570499,1.066,1.000971,5461,0.9255972,117.884
9570523,0.834,0.7509045,5312.3335,1.0202246,123.587
9570637,0.863,1.0669708,5316.7,0.923542,147.566
9570667,1.086,0.9332849,5799,0.832819,112.902
9570672,0.784,0.80559623,4874.37,1.2023296,165.538
9570698,0.983,0.9752721,5426.0503,0.9214401,168.571
9570709,0.6,0.65208864,4267,1.6052694,255.894
9570713,0.821,0.671654,5016,1.3040228,142.236
9576215,1.065,1.1572413,5878,0.7881594,113.14
9576248,0.859,0.74888474,5312,1.0272055,189.741
9576340,1.054,0.96417606,5424.5,0.9867935,87.363
9576391,1.097,1.1824664,5433,0.9179449,190.214
9576392,1.021,0.91358906,5425.3335,0.9330044,73.997
9576403,1.164,1.6800697,6027.6426,0.78075314,74.124
9576407,1.553,1.4256426,6827.3335,0.6216316,94.379
9576202,1.01,1.110624,5325,0.99355316,151.561
9576414,1.097,1.2851162,5395.6665,0.95248127,119.162
9580918,1.253,1.3177217,5779,0.8494568,127.548
9580948,1.019,1.2944374,5729,0.8705578,51.533
9580955,0.934,0.98921514,5816.59,0.8213005,109.974
9580957,1.088,1.4489319,5752.5,0.85624695,232.417
9580980,1.096,0.9171028,5784.6665,0.8430176,158.604
9588615,0.837,0.9530844,5382.5,0.9631233,90.122
9588639,1.045,1.1522521,5577.5176,0.89482975,114.32
9588688,0.953,0.97827744,5076.5,1.026164,198
9588728,0.932,1.2499175,5814,0.8346901,29.696
9588788,1.084,1.1606231,5673.6377,0.844615,213.935
9592579,1.132,1.0776503,5635,0.8733702,173.772
9592665,0.947,1.3554813,5308.91,0.92933273,172.447
9594329,0.845,1.056287,5136,1.0306902,97.002
9594357,1.026,1.1798501,6458.5,0.729496,48.691
9594369,1.017,1.1273935,5445.25,0.91108036,267.127
9594388,0.834,1.2149669,5766,0.8334551,90.781
9595827,0.997,0.89782995,5401.8,1.0062847,195.18
9491080,0.99,1.2030085,5442,0.9075737,92.503
9491147,0.89,0.8347857,4955.2935,1.1584435,293.671
9491205,1.26,1.7166272,6250,0.7377243,129.549
9491004,0.912,1.3477744,5381,0.94184303,114.84
9513197,1.175,1.6938607,6302,0.72373676,52.629
9513334,1.027,1.2183009,5768.75,0.8816471,70.629
9513343,0.828,0.6527187,4970.75,1.1894798,153.967
9513347,0.984,0.9583066,5436.5,0.9973602,111.767
9513393,0.928,0.90849674,5170.255,1.017518,166.835
9513415,1.207,1.3067292,5807,0.83677673,116.646
9518127,1.212,1.5868883,6711.5547,0.60023785,44.322
9518134,1.071,1.3724245,5899.25,0.7942257,110.864
9518154,1.192,1.261689,5893.75,0.77864456,120.698
9518185,0.593,0.6654146,4219.5,1.6674232,237.876
9518230,1.031,1.3496239,5834,0.81509686,63.242
9518235,0.812,0.813425,5166,1.0578566,88.282
9521504,1.068,1.0804553,5456.5,0.9133978,122.988
9521506,0.923,1.0866629,5349.25,0.97451687,187.518
9521515,0.809,0.80640304,5155.9023,1.0494328,105.152
9521526,1.077,1.379214,6378.03,0.6683092,71.797
9521496,1.067,1.0543054,6289,0.7352133,83.634
9521617,0.682,0.5097605,4950.6465,1.1217585,222.038
9521639,0.923,0.85898113,5365,0.9674425,77.371
9529479,1.33,1.1147953,5762.6665,0.8521633,233.427
9529552,1.221,1.024348,5590.535,0.89029884,163.577
9529590,1.124,1.4282217,5797,0.83499813,180.557
9532195,0.728,0.8471433,5354,0.965888,89.659
9532207,0.923,1.0084828,5002,1.0814886,193.251
9533529,0.954,1.1113513,5377,0.9246845,170.195
9533541,0.974,1.1095763,5925.8867,0.8865919,200.734
9536353,0.517,0.7565308,4230,1.5716629,223.781
9536371,0.765,0.6894098,4849.285,1.3185005,246.634
9536404,1.054,1.0937685,5433,0.9280062,84.92
9536431,0.946,0.8015992,5322.5,1.0018969,102.558
9536458,1.053,1.1777924,5768.25,0.8626604,100.778
9548545,0.713,0.70495766,4727.84,1.3700104,319.511
9548761,0.881,1.0984036,5143.6523,1.0181122,183.308
9548956,0.874,1.1712594,5094.5,1.0411673,66.256
9570729,0.851,0.9136826,5360,0.96737957,160.431
9570737,1.109,0.9868505,5409.3335,0.91806316,47.367
9570741,1.001,1.0363444,5475,0.9039755,127.889
9570744,1.008,0.9723496,5533.0176,0.8953886,242.93
9570781,0.547,0.55849874,4701.5,1.4723015,115.243
